date,monsta usd,monsta bnb,cake price,bnb price,circ. supply,burned tokens,burned %,vault syrup bars,vault usd,vault bnb,liquidity usd,liquidity bnb,trades,trade volume usd,trade volume bnb
2021-07-05,0.000608362573195353,0.0000019780,14.160018131182952,307.4426422149684,9477344758.44,522655241.55999947,5.23,0.00,0.0,0.0,257821.39976147248,838.6,847,224117.98290138895,728.9749440309663
2021-07-06,0.000783025011252243,0.0000025856,14.067294027615803,302.77160061873093,9469317461.82,530682538.1800003,5.31,0.00,0.0,0.0,285677.1160477973,943.54,650,176376.68572143393,582.5403880713984
2021-07-07,0.000659291024836637,0.0000020573,15.455729383074186,320.3826869938837,9423052021.86,576947978.1399994,5.77,0.00,0.0,0.0,270095.4204433237,843.04,468,137937.97123373812,430.5412771457637
2021-07-08,0.000646649870890005,0.0000019767,15.167777097279865,327.11922165212894,9356364079.03,643635920.9699993,6.44,0.00,0.0,0.0,270638.8168416724,827.34,562,157636.4042628476,481.89282019778136
2021-07-09,0.000536026681795007,0.0000017282,14.3301257124374,310.3577918385594,9349439371.60,650560628.3999996,6.51,0.00,0.0,0.0,240480.73500610777,774.85,332,86801.57968860204,279.68229563172724
2021-07-10,0.000508063266738314,0.0000016016,14.582798393975196,317.2175106320253,9345360022.69,654639977.3099995,6.55,0.00,0.0,0.0,236844.1099631891,746.63,425,90862.71717144578,286.4366377203155
2021-07-11,0.000422364891265056,0.0000013381,14.939114254080382,315.95562987460335,9339965971.17,660034028.8299999,6.60,0.00,0.0,0.0,215845.08854883528,683.15,252,61776.0000355341,195.52112446944466
2021-07-12,0.000449939894640546,0.0000013975,15.131456765270933,321.98146430250785,9336564685.98,663435314.0200005,6.63,0.00,0.0,0.0,224968.44910816225,698.7,328,70670.09872525548,219.4849907846234
2021-07-13,0.000369599719087336,0.0000011674,14.851999143887781,316.64869621258293,9332162178.54,667837821.4599991,6.68,0.00,0.0,0.0,202078.86494894617,638.18,302,109050.77576933606,344.3904145941107
2021-07-14,0.000336351427262254,0.0000010916,14.43761427485299,308.1728592483279,9324249587.18,675750412.8199997,6.76,0.00,0.0,0.0,190450.82701546664,618.0,197,29945.78482448931,97.17203811370938
2021-07-15,0.00032820579078707,0.0000010634,13.970228728843459,308.73648296645115,9322007799.53,677992200.4699993,6.78,0.00,0.0,0.0,188403.35136544713,610.24,216,39476.441143823395,127.86451657581753
2021-07-16,0.000355609176085562,0.0000011288,13.654847008301521,315.03927459770216,9319179260.59,680820739.4099998,6.81,0.00,0.0,0.0,198181.75647117654,629.07,228,60749.593522018935,192.8318099373316
2021-07-17,0.000294649858899283,0.0000009742,12.818686199172351,302.58345215916466,9314113755.12,685886244.8799992,6.86,0.00,0.0,0.0,175401.57554762458,579.68,117,14847.573989734512,49.06935221931569
2021-07-18,0.000300366499254953,0.0000010002,12.718563598830302,300.21092675156325,9312860183.56,687139816.4400005,6.87,0.00,0.0,0.0,176346.90048313575,587.41,164,28019.172822952063,93.33162229014758
2021-07-19,0.0002833522395472,0.0000009355,12.961672719583003,302.73582114303866,9310371096.03,689628903.9699993,6.90,0.00,0.0,0.0,172050.8218720118,568.32,233,65696.27514563233,217.0085948124114
2021-07-20,0.000253501459222007,0.0000009055,12.03321027406809,280.0342574141004,9303748314.06,696251685.9400005,6.96,0.00,0.0,0.0,156625.96051428048,559.31,244,47057.76079320851,168.04287171059178
2021-07-21,0.000249707264144588,0.0000009428,11.2483974643526,264.94976912024094,9298447412.64,701552587.3600006,7.02,0.00,0.0,0.0,151328.71013071682,571.16,1267,115667.21233695814,436.562797246543
2021-07-22,0.000369691648333688,0.0000012632,12.912771753779614,292.56163381343276,9289822369.45,710177630.5499992,7.10,0.00,0.0,0.0,193728.4626785789,662.18,488,34796.539684320276,118.93746705868519
